GROUP WARANTY,MAIN PRODUCT,TYPE,GROUP,SERIES,SUB SERIES,Thai / Asia (Except Japan),,,Europe / Japan / USA / Australia,,,Item number,Property,Product name,Search name,Item remark,Text production,Production pool,Item group,Unit
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A150S150B5X,5,MONO LINEAR SHOCK SPRING,46-150-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A170S120B5X,5,MONO LINEAR SHOCK SPRING,46-170-120,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A170S120B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-170-120,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A170S150A5X,5,MONO LINEAR SHOCK SPRING,46-170-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A170S150A8-8X,8-8,MONO LINEAR SHOCK SPRING,46-170-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A170S175B5X,5,MONO LINEAR SHOCK SPRING,46-170-175,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A170S175B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-170-175,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A175S145B5X,5,MONO LINEAR SHOCK SPRING,46-175-145,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A175S145B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-175-145,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A180S100B5X,5,MONO LINEAR SHOCK SPRING,46-180-100,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A180S100B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-180-100,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A190S100A5X,5,MONO LINEAR SHOCK SPRING,46-190-100,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A200S100A5X,5,MONO LINEAR SHOCK SPRING,46-200-100,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A200S145A5X,5,MONO LINEAR SHOCK SPRING,46-200-145,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A200S145A8-8X,8-8,MONO LINEAR SHOCK SPRING,46-200-145,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A20S120B5X,5,MONO LINEAR SHOCK SPRING,46-20-120,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A240S110B5X,5,MONO LINEAR SHOCK SPRING,46-240-110,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A240S110B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-240-110,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A260S110B5X,5,MONO LINEAR SHOCK SPRING,46-260-110,New Item FG,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A260S120B5X,5,MONO LINEAR SHOCK SPRING,46-260-120,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A260S120B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-260-120,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A280S110B5X,5,MONO LINEAR SHOCK SPRING,46-280-110,New Item FG,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A300S110B5X,5,MONO LINEAR SHOCK SPRING,46-300-110,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A30S140B1X,1,MONO LINEAR SHOCK SPRING,46-30-140,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A30S140B5X,5,MONO LINEAR SHOCK SPRING,46-30-140,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A30S140B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-30-140,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A30S180A5X,5,MONO LINEAR SHOCK SPRING,46-30-180,New Item FG New Item FG,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A35S220A5X,5,MONO LINEAR SHOCK SPRING,46-35-220,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A35S220A8-8X,8-8,MONO LINEAR SHOCK SPRING,46-35-220,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A40S220A5X,5,MONO LINEAR SHOCK SPRING,46-40-220,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A40S220A8-8X,8-8,MONO LINEAR SHOCK SPRING,46-40-220,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A50S110B5X,5,MONO LINEAR SHOCK SPRING,46-50-110,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A50S140A8X,8,MONO LINEAR SHOCK SPRING,46-50-140,ยกเลิก ไม่ทำสีดำ 9-08-16,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A50S140B5X,5,MONO LINEAR SHOCK SPRING,46-50-140,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A50S140B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-50-140,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A55S180B5X,5,MONO LINEAR SHOCK SPRING,46-55-180,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A55S180B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-55-180,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A55S210A5X,5,MONO LINEAR SHOCK SPRING,46-55-210,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A55S240B5X,5,MONO LINEAR SHOCK SPRING,KR 46-55-240,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A55S240B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-55-240,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A60S150B5X,5,MONO LINEAR SHOCK SPRING,46-60-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A60S190A8X,8,MONO LINEAR SHOCK SPRING,46-60-190,New Item FG Bom and Route Not Active,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A60S190B5X,5,MONO LINEAR SHOCK SPRING,46-60-190,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A70S140A8X,8,MONO LINEAR SHOCK SPRING,46-70-140,New Item FG Bom and Route Not Active,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A70S140B5X,5,MONO LINEAR SHOCK SPRING,46-70-140,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A70S150A8X,5,MONO LINEAR SHOCK SPRING,46-70-150,New Item FG Bom and Route Not Active,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A70S150B5X,5,MONO LINEAR SHOCK SPRING,46-70-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A70S160A8X,5,MONO LINEAR SHOCK SPRING,46-70-160,New Item FG Bom and Route Not Active,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A70S160B5X,5,MONO LINEAR SHOCK SPRING,46-70-160,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A70S185A5X,5,MONO LINEAR SHOCK SPRING,46-70-185,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A70S240A5X,5,MONO LINEAR SHOCK SPRING,46-70-240,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A80S140A8X,8,MONO LINEAR SHOCK SPRING,46-80-140,New Item FG Bom and Route Not Active,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A80S140B5X,5,MONO LINEAR SHOCK SPRING,46-80-140,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A80S150A5X,5,MONO LINEAR SHOCK SPRING,46-80-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A80S160B5X,5,MONO LINEAR SHOCK SPRING,46-80-160,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A80S160B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-80-160,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A80S185B5X,5,MONO LINEAR SHOCK SPRING,46-80-185,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A80S185B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-80-185,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A80S200B5X,5,MONO LINEAR SHOCK SPRING,46-80-200,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A80S200B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-80-200,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A80S220B5X,5,MONO LINEAR SHOCK SPRING,46-80-220,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A80S220B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-80-220,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A85S110B5X,5,MONO LINEAR SHOCK SPRING,46-85-110,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A85S110B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-85-110,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A85S130B5X,5,MONO LINEAR SHOCK SPRING,46-85-130,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A85S150B5X,5,MONO LINEAR SHOCK SPRING,46-85-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A90S110A8X,8,MONO LINEAR SHOCK SPRING,46-90-110,New Item FG Bom and Route Not Active,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A90S110B5X,5,MONO LINEAR SHOCK SPRING,46-90-110,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A90S150A5X,5,MONO LINEAR SHOCK SPRING,46-90-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A90S160B5X,5,MONO LINEAR SHOCK SPRING,46-90-160,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A90S185B5X,5,MONO LINEAR SHOCK SPRING,46-90-185,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46A90S185B8-8X,8-8,MONO LINEAR SHOCK SPRING,46-90-185,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,46I45-60S140B8X,8,MONO LINEAR SHOCK SPRING,46-45-60-140,MASS,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,5553N75S245A5X,5,MONO LINEAR SHOCK SPRING,55-53-75-245 (MTO.),,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,5553N75S245A8-8X,8-8,MONO LINEAR SHOCK SPRING,55-53-75-245,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,5662T105S235A8-8X,8-8,MONO LINEAR SHOCK SPRING,56-65-62-105-235,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,5662T85S255A8-8X,8-8,MONO LINEAR SHOCK SPRING,56-65-62-85-255,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A100S130B5X,5,MONO LINEAR SHOCK SPRING,56-100-130,หมดยกเลิกจาก ECR001709,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A100S130B8-8X,8-8,MONO LINEAR SHOCK SPRING,56-100-130,หมดยกเลิกจาก ECR001709,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A100S150B5X,5,MONO LINEAR SHOCK SPRING,56-100-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A100S150B8-8X,8-8,MONO LINEAR SHOCK SPRING,56-100-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A100S165B5X,5,MONO LINEAR SHOCK SPRING,56-100-165,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A100S165B8-8X,8-8,MONO LINEAR SHOCK SPRING,56-100-165,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A100S185B5X,5,MONO LINEAR SHOCK SPRING,56-100-185,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A100S185B8-8X,8-8,MONO LINEAR SHOCK SPRING,56-100-185,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A100S215B5X,5,MONO LINEAR SHOCK SPRING,56-100-215,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A100S215B8-8X,8-8,MONO LINEAR SHOCK SPRING,56-100-215,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A105S130A5X,5,MONO LINEAR SHOCK SPRING,56-105-130,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A105S150A5X,5,MONO LINEAR SHOCK SPRING,56-105-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A105S185A5X,5,MONO LINEAR SHOCK SPRING,56-105-185,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A110S130B5X,5,MONO LINEAR SHOCK SPRING,56-110-130,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A110S130B8-8X,8-8,MONO LINEAR SHOCK SPRING,56-110-130,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A110S150B5X,5,MONO LINEAR SHOCK SPRING,56-110-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A110S150B8-8X,8-8,MONO LINEAR SHOCK SPRING,56-110-150,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A110S165B5X,5,MONO LINEAR SHOCK SPRING,56-110-165,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A110S165B8-8X,8-8,MONO LINEAR SHOCK SPRING,56-110-165,,,6114,FG-SPRING,PCS.
REAR SPRING,SPRING SHOCK,MONO,LINEAR,MONO SHOCK SPRING,MONO SHOCK SPRING,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,56A110S185B5X,5,MONO LINEAR SHOCK SPRING,56-110-185,,,6114,FG-SPRING,PCS.
