GROUP WARANTY,MAIN PRODUCT,TYPE,GROUP,SERIES,SUB SERIES,Thai / Asia (Except Japan),,,Europe / Japan / USA / Australia,,,Item number,Property,Product name,Search name,Item remark,Text production,Production pool,Item group,Unit
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-310TR-23-858,858,GAS TOP LINE G-SPORT,ALL NEW YAM\N MAX 155 '20,,T-SP/TO.10x16/BO.FORK 20xM8/PRE-10/REB-15,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-310TRJ-09-849,849,GAS TOP LINE G-SPORT,HO\PCX 150 '14-17,ECR000796 ยกเลิกผลิต ขายเท่าที่มีใน STOCK เปลี่ยนสริงเป็น 17-25 6-11-17 K.Parethong แจ้ง Stop Purchase เนื่องจากจะทำ Promotion 6 แถม 1 เพื่อขายตัวสติ๊กเกอร์ให้หมด 19/8/19,T-SP/TO.10x20 EYE+10/BO.FORK 20xM8/PRE-4/REB-20/G LEFT 0/0/0/0/0  G-RIGHT  0/0/0/0/0  ALL NEW/GAS 5 BAR,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-310TRJ-12-858,858,GAS TOP LINE G-SPORT DRAG RACING,HO\PCX 150 '14-17,,T-SP/TO.10x20 EYE+10/BO.FORK 20xM8/PRE-2/REB-15/G RIGHT-LEFT 0/0/0/0/0  ALL NEW/RESERVOIR ยิง LESER DRAG RACING/GAS 5 BAR/GAS 5 BAR,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-310TRJ-12-859,859,GAS TOP LINE G-SPORT DRAG RACING,HO\PCX 150 '14-17,ECR001174 LASER RESERVOIR,T-SP/TO.10x20 EYE+10/BO.FORK 20xM8/PRE-2/REB-15/G RIGHT-LEFT 0/0/0/0/0  ALL NEW/RESERVOIR ยิง LESER DRAG RACING/GAS 5 BAR/GAS 5 BAR,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-310TRJ-13-858,858,GAS TOP LINE G-SPORT L.25,YAM\N MAX 155 '15-19,,T-SP/TO.10x16EYE+10/BO.FORK 20xM8/PRE-4/REB-20/G LEFT 355/ G-RIGHT -0/GAS 5 BAR/4G,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-310TRJ-13-859,859,GAS TOP LINE G-SPORT L.25,YAM\N MAX 155 '15-19,ECR001117 SETTING CASSIC VALVE  1-10-18/ECR001174 LASER RESERVOIR/ECR001269 CHANGE SETTING 08-02-19,T-SP/TO.10x16EYE+10/BO.FORK 20xM8/PRE-4/REB-20/G LEFT 355/ G-RIGHT -0/GAS 5 BAR/4G,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-310TRJ-17-859,859,GAS TOP LINE G-SPORT (90-120 KGS.) XL,HO\PCX 150 '14-17,ECR000796 ยกเลิกผลิต ขายเท่าที่มีใน STOCK K.Parethong แจ้งปลด Stop ขายเพื่อขายให้หมด stock 15/8/19,T-SP/TO.10x20 EYE+10/BO.FORK 20xM8/PRE-7/REB-20/G LEFT 0/0/0/0/0  G-RIGHT  0/0/0/0/0  ALL NEW/GAS 5 BAR,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-310TRL-10-858,858,GAS TOP LINE G-SPORT,YAM\N MAX 155 '15-19 (RACING),,T-SP/TO.10x16EYE+10/BO.FORK 20xM8/PRE-4/REB-20/G LEFT 355  G-RIGHT -0/GAS 5 BAR/4G,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-310TRL-10-859,859,GAS TOP LINE G-SPORT,YAM\N MAX 155 '15-19 (RACING),ECR001117 SETTING CASSIC VALVE/ECR001269 CHANGE SETTING 08-02-19,T-SP/TO.10x16EYE+10/BO.FORK 20xM8/PRE-4/REB-20/G LEFT 355  G-RIGHT -0/GAS 5 BAR/4G,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-325TR-01-858,858,GAS TOP LINE G-SPORT L.25,YAM\X MAX 300 '17>,,,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-04-829,829,GAS TOP LINE G-SPORT,HO\PCX 150 '14-17,ECR001174 LASER RESERVOIR CS แจ้ง Stop Purchase/FC ขายหมดยกเลิก เนื่องจากไม่ขายสีดังกล่าวแล้ว 18/7/19,T-SP/TO.10x20 EYE+10/BO.FORK 20xM8/PRE-4/REB-20/G LEFT 0/0/0/0/0  G-RIGHT  0/0/0/0/0  ALL NEW/GAS 5 BAR,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-04-849,849,GAS TOP LINE G-SPORT,HO\PCX 150 '14-17,ECR001174-LASER RESERVOIR CS แจ้ง Stop Purchase/FC ขายหมดยกเลิก เนื่องจากไม่ขายสีดังกล่าวแล้ว 18/7/19 K.pannipa แจ้ง Stop sale เนื่องจากยังไม่ให้ขาย จนกว่าจะหมดแคมเปญเดือน9 คือวันที่ 30/9/19 ปลด Stop เพื่อขายให้หมด stock,T-SP/TO.10x20 EYE+10/BO.FORK 20xM8/PRE-4/REB-20/G LEFT 0/0/0/0/0  G-RIGHT  0/0/0/0/0  ALL NEW/GAS 5 BAR,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-04-858,858,GAS TOP LINE G-SPORT,HO\PCX 150 '14-17,,T-SP/TO.10x20 EYE+10/BO.FORK 20xM8/PRE-4/REB-20/G LEFT 0/0/0/0/0  G-RIGHT  0/0/0/0/0  ALL NEW/GAS 5 BAR,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-04-859,859,GAS TOP LINE G-SPORT,HO\PCX 150 '14-17,ECR001174 LASER RESERVOIR K.Parethong แจ้ง Stop Purchase เนื่องจากจะทำ Promotion 6 แถม 1 เพื่อขายตัวสติ๊กเกอร์ให้หมด 19/8/19 K.Parethong แจ้งปลด stop เพื่อขายตามเดิม 27/8/19,T-SP/TO.10x20 EYE+10/BO.FORK 20xM8/PRE-4/REB-20/G LEFT 0/0/0/0/0  G-RIGHT  0/0/0/0/0  ALL NEW/GAS 5 BAR,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-04-888,888,GAS TOP LINE G-SPORT,HO\PCX 150 '14-17,,T-SP/TO.10x20 EYE+10/BO.FORK 20xM8/PRE-4/REB-20/G LEFT 0/0/0/0/0  G-RIGHT  0/0/0/0/0  ALL NEW/GAS 5 BAR,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-04-889,889,GAS TOP LINE G-SPORT,HO\PCX 150 '14-17,ECR001174-LASER RESERVOIR K.Parethong แจ้ง Stop Purchase เนื่องจากจะทำ Promotion 6 แถม 1 เพื่อขายตัวสติ๊กเกอร์ให้หมด 19/8/19 K.Parethong แจ้งปลด stop เพื่อขายตามเดิม 27/8/19,T-SP/TO.10x20 EYE+10/BO.FORK 20xM8/PRE-4/REB-20/G LEFT 0/0/0/0/0  G-RIGHT  0/0/0/0/0  ALL NEW/GAS 5 BAR,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-07-828,828,GAS TOP LINE G-SPORT,YAM\N MAX 155 '15-19,,T-SP/TO.10x16 EYE+10/BO.FORK 20xM8/PRE-8/REB-20/G-LEFT-175/ G-RIGHT-180/ ALL NEW/GAS 5 BAR/SP.ID.50/RESERVOIR 46,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-07-829,829,GAS TOP LINE G-SPORT,YAM\N MAX 155 '15-19,ECR001269 CHANGE SETTING /ECR001284 BOM R2 ปรับ SPRING+RETAINER 50 (-10) 50-14-25-200,T-SP/TO.10x16 EYE+10/BO.FORK 20xM8/PRE-8/REB-20/G-LEFT-175/ G-RIGHT-180/ ALL NEW/GAS 5 BAR/SP.ID.50/RESERVOIR 46,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-07-848,848,GAS TOP LINE G-SPORT,YAM\N MAX 155 '15-19,,T-SP/TO.10x16 EYE+10/BO.FORK 20xM8/PRE-8/REB-20/G-LEFT-175/ G-RIGHT-180/ ALL NEW/GAS 5 BAR/SP.ID.50/RESERVOIR 46,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-07-849,849,GAS TOP LINE G-SPORT,YAM\N MAX 155 '15-19,ECR001269 CHANGE SETTING /ECR001284 BOM R2 ปรับ SPRING+RETAINER 50 (-10) 50-14-25-200,T-SP/TO.10x16 EYE+10/BO.FORK 20xM8/PRE-8/REB-20/G-LEFT-175/ G-RIGHT-180/ ALL NEW/GAS 5 BAR/SP.ID.50/RESERVOIR 46,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-07-858,858,GAS TOP LINE G-SPORT,YAM\N MAX 155 '15-19,,T-SP/TO.10x16 EYE+10/BO.FORK 20xM8/PRE-8/REB-20/G-LEFT-175/ G-RIGHT-180/ ALL NEW/GAS 5 BAR/SP.ID.50/RESERVOIR 46,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-07-859,859,GAS TOP LINE G-SPORT,YAM\N MAX 155 '15-19,ECR001269 CHANGE SETTING /ECR001284 BOM R2 ปรับ SPRING+RETAINER 50 (-10) 50-14-25-200,T-SP/TO.10x16 EYE+10/BO.FORK 20xM8/PRE-8/REB-20/G-LEFT-175/ G-RIGHT-180/ ALL NEW/GAS 5 BAR/SP.ID.50/RESERVOIR 46,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-07-888,888,GAS TOP LINE G-SPORT,YAM\N MAX 155 '15-19,,T-SP/TO.10x16 EYE+10/BO.FORK 20xM8/PRE-8/REB-20/G-LEFT-175/ G-RIGHT-180/ ALL NEW/GAS 5 BAR/SP.ID.50/RESERVOIR 46,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-335TRJ-07-889,889,GAS TOP LINE G-SPORT,YAM\N MAX 155 '15-19,ECR001269 CHANGE SETTING /ECR001284 BOM R2 ปรับ SPRING+RETAINER 50 (-10) 50-14-25-200,T-SP/TO.10x16 EYE+10/BO.FORK 20xM8/PRE-8/REB-20/G-LEFT-175/ G-RIGHT-180/ ALL NEW/GAS 5 BAR/SP.ID.50/RESERVOIR 46,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TR-08-848,848,GAS TOP LINE G-SPORT,YAM\X MAX 250 '17,ECR001875 CHANGE BUSH/SP 50/ECR002020/2021 หมดยกเลิกไปขาย MY WEIGHT MY CHOICE,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/G -LEFT-190/G-RIGHT 170/ SP.ID.50/ (RESERVOIR 46),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TR-08-849,849,GAS TOP LINE G-SPORT,YAM\X MAX 250 '17,ECR001875 CHANGE BUSH/SP 50/ECR002020/2021 หมดยกเลิกไปขาย MY WEIGHT MY CHOICE,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/G -LEFT-190/G-RIGHT 170/ SP.ID.50/ (RESERVOIR 46),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TR-08-858,858,GAS TOP LINE G-SPORT,YAM\X MAX 300 '17,ECR001875 CHANGE BUSH/SP 50,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/ G -LEFT-190 /G-RIGHT 170/ SP.ID.50/ (RESERVOIR 46),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TR-08-859,859,GAS TOP LINE G-SPORT,YAM\X MAX 300 '17,ECR001875 CHANGE BUSH/SP 50/ECR002020/2021 หมดยกเลิกไปขาย MY WEIGHT MY CHOICE,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/ G -LEFT-190 /G-RIGHT 170/ SP.ID.50/ (RESERVOIR 46),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TR-08-888,888,GAS TOP LINE G-SPORT,YAM\X MAX 250 '17,ECR001875 CHANGE BUSH/SP 50/ECR002020/2021 หมดยกเลิกไปขาย MY WEIGHT MY CHOICE,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/G -LEFT-190/G-RIGHT 170/SP.ID.50/ (RESERVOIR 46),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TR-08-889,889,GAS TOP LINE G-SPORT,YAM\X MAX 300 '17,ECR001875 CHANGE BUSH/SP 50/ECR002020/2021 หมดยกเลิกไปขาย MY WEIGHT MY CHOICE,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/G -LEFT-190/G-RIGHT 170/SP.ID.50/ (RESERVOIR 46),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TR-12-858,858,GAS TOP LINE G-SPORT,YAM\X-MAX 300 '17>,NEW MY WEIGHT MY CHOICE/ECR002034 TOP OUT SPRING,T-SP/TO.10x21/BO.FORK 20xM8/PRE-10/REB-15/G -LEFT-190/G-RIGHT 170/ SP.ID.50/TOP OUT SPRING,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TRJ-07-858,858,GAS TOP LINE G-SPORT,HO\PCX 150 '18>,,T-SP/TO.10x20 +WASHER 1 PCS.ใสด้านนอกตรงกับSTICKER YSS./BO.FORK 20xM8/REB-15/PRE-4/G L-R 0/0/0/0/0   (4G/SP..ID.42),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-350TRJ-07-859,859,GAS TOP LINE G-SPORT,HO\PCX 150 '18>,ECR001269 CHANGE SETTING/ECR001284 BOM R2 ปรับ SPRING+LOW(-10) 42-12-17-220,T-SP/TO.10x20 +WASHER 1 PCS.ใสด้านนอกตรงกับSTICKER YSS./BO.FORK 20xM8/REB-15/PRE-4/G L-R 0/0/0/0/0   (4G/SP..ID.42),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-360TRJ-04O-858,858,GAS TOP LINE G-SPORT OFFSET,ADIVA\AD3 300 '15,,T-SP/TO.10x22 OFFSET/BO.FORK RL+10 26xM10 OFFSET/PRE-8/REB-15//DEGREE R-0/-/-/-/-  L-180/-/-/-/- / GAS 10 BAR (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-360TRJ-04O-859,859,GAS TOP LINE G-SPORT OFFSET,ADIVA\AD3 300 '15,,T-SP/TO.10x22 OFFSET/BO.FORK RL+10 26xM10 OFFSET/PRE-8/REB-15//DEGREE R-0/-/-/-/-  L-180/-/-/-/- / GAS 10 BAR (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-360TRJ-04O-888,888,GAS TOP LINE G-SPORT OFFSET,ADIVA\AD3 300 '15,,T-SP/TO.10x22 OFFSET/BO.FORK RL+10 26xM10 OFFSET/PRE-8/REB-15//DEGREE R-0/-/-/-/-  L-180/-/-/-/- / GAS 10 BAR (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-360TRJ-04O-889,889,GAS TOP LINE G-SPORT OFFSET,ADIVA\AD3 300 '15,,T-SP/TO.10x22 OFFSET/BO.FORK RL+10 26xM10 OFFSET/PRE-8/REB-15//DEGREE R-0/-/-/-/-  L-180/-/-/-/- / GAS 10 BAR (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-375TRJ-02-858,858,GAS TOP LINE G-SPORT,HO\SH 150 I '13-16,,T-SP/TO.10x20/BO.FORK 20xM8/PRE-10/REB-15,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-375TRJ-02-859,859,GAS TOP LINE G-SPORT,HO\SH 150 I '13-16,ผจก.R&D.ใส่ (LOW 46-10),T-SP/TO.10x20/BO.FORK 20xM8/PRE-10/REB-15,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-395TRJ-02-858,858,GAS TOP LINE G-SPORT L.35,HO\NEW FORZA 300 '18>/FORZA 350 '20>,ECR001853 CHANGE BUSH/SP.ID.50,T-SP/TO.10x21/BO.FORK 26xM10/REB-20/PRE-4/G-RIGHT-170/G-LEFT-190/GAS 10 BAR (SP.ID.50)RESERVOIR 36-FREEPISTON,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-395TRJ-02-859,859,GAS TOP LINE G-SPORT L.35,HO\NEW FORZA 300 '18>/FORZA 350 '20>,ECR001853 CHANGE BUSH/SP.ID.50,T-SP/TO.10x21/BO.FORK 26xM10/REB-20/PRE-4/G-RIGHT-170/G-LEFT-190/GAS 10 BAR (SP.ID.50)RESERVOIR 36-FREEPISTON,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-400TRL03O-858,858,GAS TOP LINE G-SPORT OFFSET,HO\FORZA 300 '13,,T-SP/TO.10x20 OFFSET/BO.FORK RL+10 26xM10 OFFSET/PRE-8/DEGREE R-0/-/-/-/-  L-180/-/-/-/- / GAS 10 BAR/ปรับเกลียว 5 MM. (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-400TRL-03O-858,858,GAS TOP LINE G-SPORT OFFSET,HO\FORZA300'13,,T-SP/TO.10x20 OFFSET/BO.FORK RL+10 26xM10 OFFSET/PRE-8/DEGREE R-0/-/-/-/-  L-180/-/-/-/- / GAS 10 BAR/ปรับเกลียว 5 MM. (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-400TRL03O-859,859,GAS TOP LINE G-SPORT OFFSET,HO\FORZA 300 '13,ECR001117 SETTING CASSIC VALVE  1-10-18/ECR001174 LASER RESERVOIR/ECR001269 CHANGE SETTING 08-02-19,T-SP/TO.10x20 OFFSET/BO.FORK RL+10 26xM10 OFFSET/PRE-8/DEGREE R-0/-/-/-/-  L-180/-/-/-/- / GAS 10 BAR/ปรับเกลียว 5 MM. (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-400TRL-03O-859,859,GAS TOP LINE G-SPORT OFFSET,HO\FORZA300'13,,T-SP/TO.10x20 OFFSET/BO.FORK RL+10 26xM10 OFFSET/PRE-8/DEGREE R-0/-/-/-/-  L-180/-/-/-/- / GAS 10 BAR/ปรับเกลียว 5 MM. (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-430TRJ-01-858,858,GAS TOP LINE G-SPORT,HO\NEW FORZA 300 '18>/FORZA 350 '20>,ECR001853 CHANGE BUSH/SP.ID.50,T-SP/TO.10x21/BO.FORK 26xM10/REB-20/PRE-4/G-RIGHT-170/G-LEFT-190/GAS 10 BAR (SP.ID.50)/RESERVOIR 36-FREE PISTON,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TG302-430TRJ-01-859,859,GAS TOP LINE G-SPORT,HO\NEW FORZA 300 '18>/FORZA 350 '20>,ECR001853 CHANGE BUSH/SP.ID.50,T-SP/TO.10x21/BO.FORK 26xM10/REB-20/PRE-4/G-RIGHT-170/G-LEFT-190/GAS 10 BAR (SP.ID.50)/RESERVOIR 36-FREE PISTON,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TZ302-340TR-03-85,85,GAS TOP LINE G-SPORT,LAMBRETTA\V200 '19,FORK W-BACK SIDE REB.-END CAP BLACK,T-SP/TO.10x20/BO.FORK W-BACK SIDE 20xM8/PRE-8/REB-15 (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TZ302-350TR-07-85,85,GAS TOP LINE G-SPORT,HO\PCX 150 '18>,RD-183/20 NEW-TOP OUT SPRING ECR001913,T-SP/TO.10x20+WASHER 2.5-1 PCS. ใสด้านนอกตรงกับ STICKER YSS/BO.FORK W-BACK SIDE 20xM8/PRE-4/REB-15/ TOP OUT SPRING,6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TZ302-380TRJ-04-85,85,GAS TOP LINE G-SPORT,SYM\GTS 300 I/JOYMAX 300'13-15,,T-SP/TO.10x21+WASHER/BO.FORK +10 20xM8/PRE-10/REB-15 (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TZ302-380TRJ-04-88,88,GAS TOP LINE G-SPORT,SYM\GTS 300 I/JOYMAX 300'13-15,,T-SP/TO.10x21+WASHER/BO.FORK+10  20xM8/PRE-10/REB-15 (4G),6123,FG-SHOCK,PAIR
3. G - SPORT & ECOLINE,SHOCK ABSORBER,GAS,TOP LINE,G-SPORT,G-SPORT,1 year,"20,000 km.",Inserted Card,2 years,X,Inserted Card,TZ302-400TR-04-85,85,GAS TOP LINE G-SPORT,HO\FORZA 250 '06>/SH 300 '07-17,รอสรุป SPEC,,6123,FG-SHOCK,PAIR
